ČÍSLO FAKTURY;IČO SPOLEČNOSTI;ČÁSTKA (V CELÝCH KČ)
152612;01846359;28391
152613;01846359;1583680
152614;92019399;1904341
152615;18581928;1896538
152616;9831829;2100966
152617;18539217;1963298
152618;67821984;2625619
152619;01846359;2498348
152620;01846359;33299
152621;01846359;2201062
152622;67821984;2360645
152623;9831829;1261006
152624;06230932;2669299
152625;02838109;861059
152626;9831829;122727
152627;02838109;2633982
152628;18581928;2879051
152629;92019399;165499
152630;67821984;1499610
152631;67821984;2837255
152632;05159822;266017
152633;18581928;2464602
152634;67821984;1558722
152635;18539217;208556
152636;67821984;2515479
152637;92019399;2796484
152638;92019399;2333250
152639;18539217;2170162
152640;05159822;2427079
152641;92019399;255018
152642;02838109;1241550
152643;02838109;546373
152644;92019399;95338
152645;18581928;2260569
152646;01846359;2935951
152647;05159822;518816
152648;33828139;2809541
152649;01846359;1489479
152650;92019399;2243652
152651;18539217;2629145
152652;05159822;29453
152653;05159822;697151
152654;67821984;1126681
152655;06230932;113875
152656;02838109;514781
152657;05159822;973457
152658;01846359;1051808
152659;67821984;2562971
152660;9831829;92144
152661;9831829;1502252
152662;02838109;2893812
152663;18539217;1990457
152664;67821984;1887549
152665;67821984;1477117
152666;92019399;2677943
152667;92019399;579674
152668;92019399;2174964
152669;67821984;2833189
152670;92019399;844272
152671;18581928;525268
152672;02838109;1598239
152673;05159822;1323665
152674;18581928;480712
152675;06230932;2880223
152676;18539217;1208698
152677;33828139;349720
152678;01846359;2219856
152679;33828139;1651558
152680;67821984;1709779
152681;02838109;988454
152682;18539217;2859090
152683;9831829;1402901
152684;9831829;2325257
152685;9831829;2243615
152686;18539217;2827634
152687;06230932;1437716
152688;05159822;1325408
152689;9831829;1567203
152690;33828139;1850072
152691;9831829;2291568
152692;92019399;1144201
152693;18539217;1772172
152694;18539217;350059
152695;33828139;1152766
152696;33828139;2220765
152697;67821984;31581
152698;67821984;2916876
152699;9831829;1180817
152700;02838109;1611841
152701;02838109;1875528
152702;33828139;154849
152703;9831829;2885471
152704;92019399;2433525
152705;67821984;634907
152706;18539217;2832517
152707;9831829;452883
152708;67821984;1333523
152709;02838109;761495
152710;05159822;1847685
152711;92019399;2870814
152712;02838109;2044599
152713;05159822;2421130
152714;18539217;121190
152715;18539217;835427
152716;06230932;2811731
152717;18539217;2008763
152718;05159822;2424798
152719;05159822;1697523
152720;02838109;1410504
152721;02838109;1649564
152722;06230932;662380
152723;9831829;2832581
152724;06230932;2018394
152725;67821984;72025
152726;01846359;1510518
152727;9831829;2862199
152728;18581928;1884228
152729;33828139;289775
152730;18539217;1780993
152731;18539217;1030015
152732;67821984;348818
152733;18581928;1412197
152734;18539217;2792882
152735;18539217;34010
152736;01846359;697457
152737;05159822;453017
152738;18581928;437574
152739;92019399;820194
152740;92019399;395295
152741;9831829;720131
152742;06230932;2542227
152743;02838109;1030274
152744;92019399;449600
152745;9831829;2961086
152746;01846359;1265647
152747;18539217;183461
152748;33828139;288479
152749;67821984;1725847
152750;05159822;491529
152751;18581928;1045088
152752;02838109;766172
152753;06230932;2622027
152754;06230932;1400508
152755;67821984;2435932
152756;06230932;1308810
152757;33828139;898804
152758;18581928;1344733
152759;02838109;-14952
152760;18539217;275296
152761;33828139;1325827
152762;92019399;741665
152763;02838109;1660079
152764;18539217;1299037
152765;06230932;1217151
152766;01846359;205008
152767;9831829;2650425
152768;92019399;960230
152769;05159822;1186101
152770;18539217;2935790
152771;06230932;2051392
152772;02838109;1823289
152773;18539217;1898275
152774;92019399;1613425
152775;02838109;1877244
152776;9831829;2376007
152777;9831829;2705241
152778;92019399;2776362
152779;92019399;1917675
152780;92019399;2036025
152781;18539217;1764383
152782;18581928;2381652
152783;06230932;1438117
152784;05159822;46117
152785;33828139;2549517
152786;33828139;1722552
152787;9831829;1922881
152788;67821984;707023
152789;33828139;659926
152790;01846359;816372
152791;33828139;38701
152792;67821984;2394418
152793;18581928;77457
152794;18581928;214364
152795;06230932;28818
152796;18539217;2994124
152797;06230932;1288329
152798;05159822;2428134
152799;02838109;1302314
152800;01846359;1567258
152801;06230932;671670
152802;02838109;2787475
152803;9831829;2776391
152804;92019399;1566930
152805;01846359;1572076
152806;18539217;65694
152807;05159822;2336525
152808;18581928;1709953
152809;9831829;2002701
152810;18539217;502196
152811;18581928;918531
152812;33828139;700647
152813;06230932;1594732
152814;01846359;187007
152815;05159822;2855714
152816;18581928;192412
152817;18581928;930985
152818;18539217;1342074
152819;01846359;419986
152820;01846359;1070780
152821;06230932;864150
152822;92019399;263034
152823;01846359;1803533
152824;18539217;2053030
152825;02838109;970482
152826;18539217;1529050
152827;67821984;1037433
152828;01846359;1377232
152829;67821984;899719
152830;67821984;313249
152831;9831829;2625382
152832;02838109;823747
152833;18539217;322291
152834;18581928;1795637
152835;67821984;618152
152836;92019399;2434490
152837;33828139;2445852
152838;33828139;879411
152839;18581928;1501825
152840;06230932;479519
152841;01846359;1570012
152842;67821984;2316933
152843;05159822;436242
152844;9831829;926490
152845;05159822;70220
152846;92019399;1406274
152847;18581928;1873875
152848;18539217;917815
152849;18539217;2043228
152850;18581928;1532267
152851;01846359;334708
152852;18539217;1124062
152853;02838109;828072
152854;06230932;2609633
152855;01846359;1570340
152856;18581928;1945518
152857;01846359;499819
152858;18581928;396373
152859;92019399;2631261
152860;67821984;2339252
152861;33828139;773119
152862;33828139;2529874
152863;18539217;1596838
152864;06230932;1310308
152865;33828139;514957
152866;01846359;2378309
152867;18581928;2414731
152868;67821984;2633889
152869;67821984;256654
152870;9831829;2346854
152871;06230932;205501
152872;67821984;407915
152873;18581928;2627362
152874;92019399;2134402
152875;9831829;2179088
152876;06230932;2057656
152877;9831829;2131974
152878;67821984;2449182
152879;01846359;1432845
152880;18539217;98235
152881;9831829;1932000
152882;02838109;2126593
152883;01846359;690731
152884;92019399;700129
152885;18581928;1253328
152886;18581928;1857820
152887;05159822;586498
152888;02838109;600097
152889;02838109;2225819
152890;18539217;229494
152891;02838109;2726564
152892;18581928;2814435
152893;06230932;1863618
152894;05159822;605231
152895;92019399;838088
152896;9831829;2040293
152897;92019399;1180049
152898;18539217;1050939
152899;05159822;2097320
152900;18581928;1680813
152901;01846359;1491059
152902;06230932;507305
152903;18539217;1758940
152904;18539217;1683151
152905;06230932;1549869
152906;9831829;2790055
152907;18581928;2730110
152908;02838109;1799016
152909;33828139;1223976
152910;06230932;1224537
152911;18581928;2422530
152912;01846359;2134702
152913;01846359;2755450
152914;67821984;2162607
152915;06230932;1450425
152916;01846359;2958334
152917;06230932;1057221
152918;01846359;789012
152919;01846359;1151448
152920;67821984;821159
152921;01846359;684854
152922;02838109;1809269
152923;05159822;1269496
152924;92019399;2570935
152925;06230932;1040686
152926;9831829;2565118
152927;9831829;20208
152928;01846359;2380079
152929;06230932;865321
152930;01846359;1471119
152931;9831829;1873669
152932;92019399;50148
152933;9831829;876644
152934;18539217;2583862
152935;92019399;1080168
152936;06230932;2145011
152937;92019399;600340
152938;18539217;1205037
152939;67821984;2422996
152940;67821984;2613095
152941;02838109;1344513
152942;02838109;184891
152943;01846359;1331577
152944;92019399;328161
152945;06230932;1311031
152946;01846359;1544573
152947;06230932;2533891
152948;33828139;1491803
152949;33828139;2664264
152950;18581928;116459
152951;05159822;2628854
152952;67821984;2083804
152953;05159822;692730
152954;67821984;2792768
152955;06230932;10978
152956;18539217;2432645
152957;33828139;885525
152958;06230932;916524
152959;67821984;1863207
152960;67821984;126774
152961;05159822;427794
152962;92019399;1888862
152963;06230932;2426821
152964;18539217;2690056
152965;05159822;2879055
152966;18581928;797975
152967;02838109;103932
152968;18539217;2406741
152969;67821984;1789706
152970;06230932;1836813
152971;9831829;2669197
152972;01846359;2838440
152973;18581928;1993959
152974;92019399;2587470
152975;9831829;705472
152976;18539217;2551954
152977;01846359;255548
152978;18539217;1666731
152979;67821984;33898
152980;18539217;2981957
152981;18539217;1376998
152982;18539217;2586172
152983;92019399;638127
152984;01846359;1036849
152985;05159822;1871048
152986;05159822;2343196
152987;06230932;261340
152988;18581928;2488455
152989;9831829;907431
152990;01846359;52015
152991;18539217;1702155
152992;67821984;2789751
152993;33828139;159141
152994;18581928;1819162
152995;06230932;2991082
152996;05159822;718661
152997;18581928;2797917
152998;05159822;1344586
152999;06230932;571564
153000;05159822;-3372
153001;33828139;1851253
153002;02838109;1910652
153003;06230932;2962496
153004;92019399;2465951
153005;18581928;2545483
153006;92019399;2297014
153007;67821984;643604
153008;18539217;2925416
153009;05159822;1645647
153010;01846359;2052154
153011;01846359;1634462
153012;02838109;2077651
153013;9831829;1199013
153014;9831829;991659
153015;9831829;114183
153016;06230932;2130975
153017;18581928;1987873
153018;9831829;1561222
153019;33828139;2006236
153020;02838109;2415181
153021;02838109;196747
153022;02838109;841802
153023;92019399;2364053
153024;33828139;2698289
153025;92019399;2076174
153026;05159822;2555412
153027;06230932;478289
153028;06230932;2405543
153029;01846359;787114
153030;02838109;676020
153031;05159822;1119386
153032;05159822;217612
153033;06230932;1867669
153034;18539217;113343
153035;9831829;2026592
153036;33828139;545066
153037;18581928;2860314
153038;18581928;1178991
153039;06230932;827533
153040;05159822;2806846
153041;33828139;1089892
153042;05159822;2645598
153043;9831829;2178313
153044;06230932;463942
153045;33828139;2435806
153046;01846359;1068146
153047;67821984;294960
153048;05159822;454854
153049;92019399;1286753
153050;33828139;1011022
153051;67821984;1699304
153052;92019399;2914654
153053;33828139;2001171
153054;92019399;111052
153055;67821984;1361855
153056;02838109;2322091
153057;06230932;1879485
153058;05159822;1997972
153059;01846359;795571
153060;18539217;2327080
153061;02838109;1853568
153062;18539217;-14246
153063;01846359;2480701
153064;06230932;690801
153065;06230932;1922375
153066;18581928;1745614
153067;06230932;170457
153068;06230932;900280
153069;9831829;1214119
153070;18581928;2861540
153071;05159822;2717377
153072;33828139;2515733
153073;01846359;1997004
153074;92019399;814428
153075;33828139;2875944
153076;18539217;2502463
153077;18539217;2328898
153078;06230932;1066671
153079;18581928;1657430
153080;33828139;758344
153081;18581928;360079
153082;18539217;985628
153083;92019399;2389936
153084;01846359;512475
153085;18539217;2469599
153086;01846359;1843542
153087;92019399;2991183
153088;67821984;1340833
153089;18581928;1634311
153090;05159822;103253
153091;33828139;2557856
153092;06230932;2821156
153093;01846359;2097982
153094;18581928;595831
153095;92019399;1085110
153096;18581928;2346975
153097;9831829;1404399
153098;67821984;1575050
153099;02838109;1537174
153100;18539217;2259780
153101;18581928;1742241
153102;9831829;1288629
153103;9831829;91602
153104;02838109;278917
153105;05159822;2898122
153106;67821984;235119
153107;92019399;899498
153108;18581928;1153668
153109;67821984;842520
153110;9831829;2482732
153111;05159822;2682640
153112;67821984;439286
153113;06230932;2872850
153114;01846359;290406
153115;06230932;800361
153116;01846359;1134450
153117;92019399;1651187
153118;9831829;1642401
153119;18539217;143752
153120;9831829;1231242
153121;06230932;1755695
153122;02838109;2136534
153123;06230932;815793
153124;06230932;315974
153125;92019399;2107481
153126;02838109;2023242
153127;01846359;2056278
153128;9831829;217438
153129;01846359;1502973
153130;9831829;2906201
153131;33828139;1742507
153132;06230932;477639
153133;05159822;2496879
153134;01846359;895403
153135;02838109;2235672
153136;33828139;1308162
153137;01846359;1233253
153138;05159822;166340
153139;18581928;75811
153140;18539217;2952751
153141;02838109;1562620
153142;67821984;2017629
153143;01846359;152633
153144;18581928;924377
153145;9831829;279236
153146;05159822;2780165
153147;18539217;1515600
153148;01846359;1836751
153149;18539217;525731
153150;02838109;2639257
153151;05159822;2175017
153152;9831829;1026174
153153;06230932;1481472
153154;67821984;587919
153155;05159822;219884
153156;06230932;2982477
153157;18539217;1260098
153158;18581928;514343
153159;92019399;1357861
153160;9831829;2160152
153161;18581928;2474445
153162;06230932;1509174
153163;67821984;1387031
153164;01846359;1677810
153165;02838109;2259924
153166;06230932;1977569
153167;92019399;924754
153168;33828139;540634
153169;02838109;2576839
153170;33828139;777790
153171;05159822;2039747
153172;9831829;1766454
153173;01846359;1955964
153174;01846359;2500826
153175;18539217;1509322
153176;18581928;774393
153177;67821984;600909
153178;06230932;2379316
153179;33828139;2223607
153180;9831829;1826871
153181;9831829;166388
153182;18581928;1217325
153183;92019399;2895586
153184;02838109;816786
153185;06230932;1547550
153186;18539217;2844859
153187;9831829;2721377
153188;06230932;2626986
153189;05159822;1608052
153190;18539217;367782
153191;9831829;697561
153192;02838109;805042
153193;01846359;1408711
153194;01846359;1889950
153195;9831829;2401183
153196;02838109;423347
153197;33828139;2901595
153198;01846359;251140
153199;01846359;1661194
153200;01846359;1499442
153201;67821984;1365460
153202;05159822;2789709
153203;02838109;1843649
153204;01846359;1546198
153205;9831829;1680030
153206;9831829;31048
153207;06230932;584649
153208;92019399;1478928
153209;9831829;2819220
153210;67821984;2443853
153211;18581928;1750466
153212;67821984;1323053
153213;18539217;2471135
153214;01846359;260362
153215;06230932;2631889
153216;05159822;536266
153217;92019399;920983
153218;67821984;744282
153219;06230932;212315
153220;67821984;1432041
153221;33828139;2841529
153222;18539217;1608509
153223;05159822;2521566
153224;01846359;1292986
153225;9831829;130474
153226;33828139;1809838
153227;67821984;38695
153228;18581928;2067398
153229;01846359;549301
153230;06230932;2415364
153231;18581928;2228250
153232;06230932;1196580
153233;9831829;1579469
153234;18581928;713338
153235;18581928;2108707
153236;02838109;1402807
153237;01846359;2601805
153238;18539217;2259025
153239;05159822;1809443
153240;9831829;2431315
153241;67821984;1494282
153242;18539217;1386797
153243;33828139;2060375
153244;02838109;1260084
153245;18539217;661368
153246;01846359;708905
153247;67821984;1601841
153248;06230932;900807
153249;9831829;1376528
153250;18581928;428321
153251;05159822;694942
153252;18539217;1238214
153253;02838109;2132342
153254;06230932;1443954
153255;06230932;608391
153256;9831829;1318851
153257;9831829;2354763
153258;01846359;1878451
153259;67821984;914736
153260;67821984;2075094
153261;18539217;597667
153262;92019399;2111185
153263;18581928;557249
153264;18581928;1152769
153265;9831829;1394761
153266;01846359;2173526
153267;92019399;169427
153268;01846359;187939
153269;18539217;906062
153270;92019399;2528691
153271;06230932;2878285
153272;02838109;1712304
153273;18581928;1599936
153274;06230932;957157
153275;06230932;763715
153276;9831829;1327388
153277;18581928;2947581
153278;02838109;234735
153279;9831829;395475
153280;33828139;1546476
153281;33828139;2794572
153282;92019399;1814672
153283;18581928;704614
153284;18539217;571148
153285;33828139;2612385
153286;92019399;2187457
153287;18581928;2319442
153288;05159822;2476126
153289;18539217;1261972
153290;02838109;2399403
153291;02838109;132853
153292;9831829;1336769
153293;92019399;2974693
153294;02838109;1856627
153295;18581928;280676
153296;05159822;258888
153297;02838109;2666555
153298;18581928;1612333
153299;33828139;1738413
153300;18539217;1853540
153301;02838109;346293
153302;01846359;2202110
153303;06230932;2648087
153304;02838109;227468
153305;02838109;307078
153306;06230932;1867973
153307;92019399;986753
153308;33828139;187125
153309;9831829;608681
153310;06230932;749583
153311;05159822;141341
153312;67821984;1980083
153313;05159822;1297824
153314;18539217;209453
153315;02838109;2768411
153316;02838109;1295380
153317;18581928;360668
153318;33828139;499072
153319;06230932;2947741
153320;18539217;1271123
153321;92019399;1911559
153322;67821984;2772190
153323;67821984;2857695
153324;01846359;2171660
153325;92019399;1836761
153326;33828139;2234859
153327;06230932;1908682
153328;02838109;787180
153329;05159822;2260431
153330;05159822;2980153
153331;18581928;439675
153332;18539217;224075
153333;01846359;1230474
153334;01846359;2759854
153335;01846359;1746699
153336;18581928;99601
153337;18539217;2365861
153338;06230932;1035059
153339;92019399;336707
153340;92019399;2809240
153341;05159822;2577840
153342;05159822;2131650
153343;05159822;1841747
153344;9831829;2355342
153345;9831829;1471248
153346;02838109;1497757
153347;05159822;2590615
153348;18581928;75414
153349;18539217;49402
153350;67821984;1522333
153351;33828139;2160261
153352;92019399;461928
153353;18539217;339401
153354;92019399;697339
153355;9831829;1116106
153356;18539217;997652
153357;18539217;1077577
153358;33828139;1400888
153359;92019399;1115133
153360;01846359;1517589
153361;01846359;2261347
153362;33828139;2463548
153363;05159822;2243350
153364;92019399;2472830
153365;05159822;204128
153366;67821984;2377654
153367;01846359;825835
153368;01846359;2470470
153369;02838109;1451803
153370;18539217;2054626
153371;18581928;515460
153372;06230932;1362005
153373;05159822;1310503
153374;01846359;1960679
153375;01846359;2456954
153376;33828139;204448
153377;18581928;459923
153378;05159822;1747231
153379;92019399;2817889
153380;92019399;452102
153381;33828139;1994175
153382;02838109;143436
153383;06230932;2751307
153384;33828139;735011
153385;05159822;2554488
153386;33828139;1297375
153387;92019399;773290
153388;01846359;640720
153389;05159822;48146
153390;18581928;1897655
153391;05159822;1661718
153392;18581928;121545
153393;67821984;2027317
153394;18539217;1093360
153395;02838109;1047188
153396;92019399;133616
153397;01846359;2831081
153398;18539217;1603193
153399;18539217;275037
153400;18539217;1802136
153401;67821984;2505843
153402;92019399;595618
153403;18539217;45817
153404;33828139;2308167
153405;01846359;2526593
153406;06230932;419639
153407;02838109;1005456
153408;9831829;390082
153409;92019399;2596596
153410;02838109;174276
153411;05159822;1925025
153412;9831829;1046880
153413;9831829;621830
153414;67821984;2504321
153415;05159822;1263313
153416;67821984;1373503
153417;05159822;2582038
153418;05159822;1113651
153419;02838109;1676883
153420;01846359;1439772
153421;18581928;1222949
153422;9831829;1430381
153423;02838109;197374
153424;92019399;2995768
153425;18539217;998464
153426;33828139;1784926
153427;92019399;2932449
153428;92019399;1285987
153429;06230932;1759202
153430;02838109;235636
153431;18539217;48800
153432;02838109;1892038
153433;18581928;2416357
153434;06230932;2770159
153435;67821984;776957
153436;92019399;2646024
153437;92019399;989425
153438;01846359;1444297
153439;06230932;136337
153440;92019399;1441659
153441;06230932;1486905
153442;05159822;1100346
153443;33828139;182537
153444;05159822;122074
153445;18539217;520430
153446;06230932;799339
153447;02838109;103135
153448;33828139;68278
153449;01846359;338998
153450;33828139;2578893
153451;18539217;52448
153452;02838109;2474183
153453;18581928;888760
153454;9831829;1231379
153455;06230932;690779
153456;18539217;876397
153457;01846359;1660734
153458;67821984;1851440
153459;05159822;2874585
153460;92019399;1337342
153461;92019399;1004354
153462;01846359;2522344
153463;18581928;2405545
153464;18539217;1484556
153465;01846359;2023571
153466;06230932;1167303
153467;01846359;1860231
153468;67821984;1161021
153469;05159822;1736405
153470;33828139;2377416
153471;18539217;2960089
153472;18539217;2714096
153473;05159822;2561198
153474;92019399;177830
153475;02838109;2997553
153476;06230932;1859205
153477;18539217;273525
153478;06230932;2759258
153479;9831829;728404
153480;9831829;1911113
153481;92019399;2723951
153482;33828139;1414663
153483;33828139;569758
153484;9831829;1014069
153485;05159822;178893
153486;67821984;1914304
153487;02838109;1427589
153488;18539217;1285858
153489;9831829;989972
153490;67821984;1030545
153491;05159822;659684
153492;9831829;1131020
153493;18539217;844802
153494;06230932;73615
153495;9831829;270446
153496;9831829;470908
153497;05159822;2660827
153498;33828139;825707
153499;18581928;2851222
153500;18581928;1220737
153501;02838109;176034
153502;33828139;723477
153503;18581928;2632509
153504;01846359;2518088
153505;92019399;1597292
153506;67821984;2479886
153507;33828139;795586
153508;92019399;1870692
153509;9831829;2632834
153510;33828139;2242308
153511;92019399;1725893
153512;05159822;2289996
153513;18581928;1923836
153514;01846359;904206
153515;05159822;2116766
153516;06230932;1624422
153517;67821984;793292
153518;18539217;339397
153519;05159822;2153166
153520;01846359;96381
153521;18539217;1092217
153522;9831829;1522354
153523;9831829;1239412
153524;01846359;1972119
153525;9831829;1350607
153526;02838109;22142
153527;06230932;206044
153528;18581928;2288969
153529;33828139;1016174
153530;18581928;1530573
153531;06230932;1446511
153532;02838109;1954650
153533;18539217;2374876
153534;33828139;1956567
153535;05159822;67085
153536;01846359;553854
153537;05159822;293432
153538;33828139;2824686
153539;05159822;1115431
153540;33828139;2527655
153541;01846359;1408525
153542;67821984;1672203
153543;92019399;647067
153544;67821984;720057
153545;01846359;2367505
153546;05159822;2178934
153547;05159822;2929021
153548;67821984;1595559
153549;9831829;2294613
153550;92019399;534983
153551;01846359;2079815
153552;02838109;2171558
153553;06230932;194296
153554;33828139;524859
153555;01846359;804297
153556;9831829;1196030
153557;33828139;1512352
153558;9831829;761416
153559;92019399;924782
153560;02838109;1610498
153561;18581928;1916178
153562;33828139;1904042
153563;9831829;1605336
153564;18539217;2106046
153565;02838109;1657952
153566;02838109;260328
153567;9831829;2230076
153568;01846359;294536
153569;18581928;1176349
153570;06230932;1400761
153571;18539217;830445
153572;33828139;2037493
153573;18539217;723235
153574;92019399;305144
153575;05159822;923523
153576;01846359;1396846
153577;18539217;2649517
153578;67821984;1847027
153579;01846359;1623064
153580;05159822;2011275
153581;02838109;13800
153582;92019399;1276595
153583;01846359;2875048
153584;01846359;2900740
153585;06230932;2037478
153586;33828139;908055
153587;92019399;2221792
153588;67821984;841768
153589;18539217;914534
153590;67821984;2601574
153591;06230932;299370
153592;67821984;602594
153593;18581928;1069252
153594;67821984;232061
153595;18581928;1827083
153596;18581928;1152430
153597;06230932;2547914
153598;18539217;802601
153599;33828139;485292
153600;67821984;2193458
153601;01846359;927249
153602;18581928;1903829
153603;18539217;2219832
153604;33828139;205879
153605;67821984;1611036
153606;18581928;1841889
153607;06230932;1832693
153608;9831829;1102246
153609;92019399;1187669
153610;67821984;1263318
153611;9831829;1869560
153612;06230932;1660749
153613;01846359;1353011
153614;9831829;2277546
153615;01846359;2695844
153616;05159822;720448
153617;01846359;593730
153618;01846359;839528
153619;18581928;1400152
153620;18581928;1215228
153621;06230932;1690870
153622;01846359;1925497
153623;92019399;1506911
153624;67821984;1245242
153625;18581928;2605962
153626;92019399;345146
153627;06230932;962370
153628;01846359;2713474
153629;92019399;2844550
153630;02838109;1713698
153631;05159822;1690265
153632;9831829;978258
153633;18539217;2757891
153634;67821984;461775
153635;67821984;849105
153636;9831829;2258753
153637;01846359;1780358
153638;67821984;58994
153639;9831829;1969407
153640;01846359;2466023
153641;01846359;1016687
153642;67821984;2436741
153643;18581928;1193204
153644;9831829;352399
153645;33828139;1046777
153646;06230932;1635798
153647;01846359;786727
153648;02838109;2493337
153649;67821984;245356
153650;01846359;1953070
153651;9831829;2654959
153652;01846359;1809997
153653;05159822;1961864
153654;01846359;1626528
153655;02838109;1158025
153656;67821984;1306849
153657;05159822;2194636
153658;9831829;2384022
153659;33828139;2103028
153660;18581928;23110
153661;18539217;1328381
153662;67821984;2829742
153663;05159822;2413165
153664;01846359;939092
153665;05159822;2769795
153666;9831829;483531
153667;9831829;2479175
153668;01846359;1042201
153669;05159822;1499921
153670;9831829;455230
153671;33828139;868214
153672;9831829;2457212
153673;18581928;2753725
153674;01846359;620651
153675;06230932;2696107
153676;06230932;2000143
153677;9831829;1891992
153678;02838109;1919857
153679;06230932;2212514
153680;18581928;617620
153681;18539217;426299
153682;05159822;2884303
153683;92019399;2164590
153684;05159822;2303501
153685;01846359;2251198
153686;18581928;15435
153687;02838109;1435368
153688;67821984;291590
153689;9831829;2938098
153690;92019399;2870703
153691;02838109;2097214
153692;06230932;922916
153693;33828139;1894529
153694;02838109;2533770
153695;02838109;170165
153696;92019399;294123
153697;33828139;1181112
153698;18581928;647544
153699;18539217;2674370
153700;06230932;1210982
153701;02838109;1017221
153702;67821984;-4853
153703;05159822;139042
153704;05159822;996495
153705;02838109;809057
153706;67821984;2352598
153707;02838109;1792029
153708;33828139;1608267
153709;92019399;1849871
153710;02838109;1354746
153711;06230932;1751799
153712;01846359;604455
153713;01846359;1398425
153714;01846359;1067391
153715;06230932;2089663
153716;33828139;1712526
153717;01846359;50875
153718;18581928;267183
153719;33828139;2676696
153720;05159822;1365485
153721;92019399;966860
153722;02838109;1598575
153723;18539217;1759373
153724;33828139;2871286
153725;18539217;1271150
153726;02838109;1852635
153727;67821984;2263960
153728;18539217;1535876
153729;18539217;635147
153730;01846359;1605899
153731;18539217;997198
153732;18581928;1250684
153733;06230932;1420956
153734;18581928;2156115
153735;18539217;386097
153736;01846359;1728749
153737;06230932;2436605
153738;01846359;1465422
153739;18539217;445181
153740;18581928;2840966
153741;01846359;2970415
153742;67821984;2719611
153743;18539217;1666706
153744;9831829;578741
153745;05159822;2405693
153746;67821984;889094
153747;05159822;1112121
153748;67821984;1548759
153749;92019399;2280083
153750;06230932;2401933
153751;33828139;2189688
153752;06230932;1982714
153753;05159822;17798
153754;02838109;243185
153755;18581928;408511
153756;02838109;412383
153757;67821984;297061
153758;92019399;2683543
153759;06230932;2035716
153760;05159822;1751657
153761;92019399;877603
153762;02838109;2677491
153763;01846359;1539260
153764;33828139;2200923
153765;33828139;2670971
153766;05159822;789482
153767;18581928;1635353
153768;18581928;69860
153769;33828139;280402
153770;01846359;2409316
153771;67821984;510940
153772;9831829;1880327
153773;33828139;1477018
153774;05159822;2081774
153775;02838109;2988761
153776;18539217;250335
153777;02838109;179315
153778;01846359;354283
153779;06230932;1947367
153780;18539217;1928751
153781;18539217;1075042
153782;18539217;2763133
153783;18539217;1318540
153784;92019399;2814029
153785;01846359;847202
153786;92019399;1658487
153787;18581928;1038917
153788;01846359;800616
153789;05159822;2736861
153790;02838109;2194991
153791;92019399;2473330
153792;18539217;2132339
153793;33828139;1159436
153794;06230932;2809055
153795;02838109;994932
153796;02838109;2259218
153797;01846359;17544
153798;18539217;2945456
153799;06230932;2522564
153800;02838109;1669710
153801;02838109;2726057
153802;06230932;1204548
153803;33828139;806976
153804;67821984;2463726
153805;05159822;2047490
153806;92019399;1330652
153807;02838109;1779391
153808;06230932;2855005
153809;92019399;334673
153810;05159822;260380
153811;33828139;1968814
153812;06230932;1409161
153813;05159822;879515
153814;06230932;1061071
153815;9831829;2010334
153816;02838109;649846
153817;02838109;1212870
153818;9831829;2314881
153819;02838109;1772414
153820;05159822;811302
153821;33828139;1441951
153822;33828139;936564
153823;33828139;471615
153824;18581928;918640
153825;67821984;2409807
153826;18539217;2034585
153827;67821984;2560695
153828;18581928;1074415
153829;18539217;2467728
153830;92019399;1926442
153831;01846359;265547
153832;05159822;2000745
153833;92019399;1801486
153834;05159822;2443053
153835;02838109;1715607
153836;01846359;1972133
153837;9831829;1320247
153838;18581928;256576
153839;18539217;386446
153840;9831829;2843691
153841;33828139;2939813
153842;92019399;2424954
153843;06230932;2994958
153844;92019399;2616258
153845;67821984;2063808
153846;67821984;1197912
153847;92019399;977273
153848;18581928;1163326
153849;18539217;711154
153850;18581928;1485704
153851;05159822;2733152
153852;05159822;2285118
153853;06230932;2426464
153854;9831829;2414648
153855;18581928;2955068
153856;06230932;1853710
153857;33828139;1514512
153858;33828139;690968
153859;18539217;2991019
153860;92019399;723888
153861;05159822;1029586
153862;01846359;1211221
153863;92019399;1055946
153864;02838109;288280
153865;01846359;868682
153866;06230932;206714
153867;02838109;1378837
153868;01846359;439234
153869;01846359;1555703
153870;06230932;2124963
153871;05159822;2997190
153872;67821984;2866953
153873;18539217;1352639
153874;9831829;350821
153875;18539217;1903755
153876;67821984;1063961
153877;18539217;717038
153878;18581928;350025
153879;18581928;763344
153880;67821984;695966
153881;9831829;1913297
153882;9831829;29023
153883;06230932;1516474
153884;02838109;1208422
153885;33828139;1639003
153886;67821984;2424039
153887;02838109;2523700
153888;01846359;2464016
153889;33828139;2696808
153890;33828139;855008
153891;33828139;1998769
153892;92019399;198302
153893;18539217;489578
153894;67821984;624178
153895;18539217;11229
153896;18539217;1800745
153897;18539217;756686
153898;67821984;487481
153899;05159822;88023
153900;02838109;176526
153901;01846359;556634
153902;33828139;753845
153903;67821984;-18233
153904;06230932;2841628
153905;02838109;2195060
153906;67821984;454733
153907;67821984;1700520
153908;9831829;2246994
153909;02838109;686003
153910;06230932;208964
153911;18581928;2894741
153912;02838109;1582920
153913;06230932;505163
153914;18581928;561906
153915;02838109;1749737
153916;01846359;2035741
153917;01846359;1849222
153918;67821984;1106082
